DEPTH,CASEOD,MATRXDEN,ABHV,DCAL,DPOR,GR,NPOR,RHOB,RHOC,SCAL
402.5,4.5,2.71,87.6658,7.9558,13.2966,96.4987,22.147,2.4826,0.2005,6.9097
402,4.5,2.71,87.759,7.8832,17.4039,98.4281,22.2968,2.4124,0.2122,6.9028
401.5,4.5,2.71,87.8481,7.6879,20.2952,100.3678,21.9121,2.363,0.1221,6.8836
401,4.5,2.71,87.9355,7.6057,20.1675,101.8755,21.2957,2.3651,0.0419,6.8761
400.5,4.5,2.71,88.0226,7.5931,17.9817,103.6389,21.003,2.4025,0.0353,6.8758
400,4.5,2.71,88.1097,7.592,15.935,105.9551,21.3826,2.4375,0.0392,6.876
399.5,4.5,2.71,88.1969,7.5903,14.5682,110.6112,22.0012,2.4609,0.037,6.8762
399,4.5,2.71,88.284,7.5904,13.5083,115.4759,21.8978,2.479,0.0473,6.8775
398.5,4.5,2.71,88.3711,7.5915,13.0306,113.5889,21.3978,2.4872,0.0553,6.8766
398,4.5,2.71,88.4582,7.5915,13.2776,105.9843,21.2656,2.483,0.0477,6.8725
397.5,4.5,2.71,88.5452,7.5907,13.5482,99.8249,21.7354,2.4783,0.0359,6.8687
397,4.5,2.71,88.6321,7.5899,13.2769,97.729,22.3701,2.483,0.0375,6.8664
396.5,4.5,2.71,88.7189,7.5898,12.9155,101.3445,22.7635,2.4891,0.0447,6.866
396,4.5,2.71,88.8059,7.5902,13.1029,106.1723,22.7607,2.4859,0.0439,6.8702
395.5,4.5,2.71,88.8931,7.5906,13.5387,107.742,22.5622,2.4785,0.0379,6.8769
395,4.5,2.71,88.9802,7.5908,13.5901,108.2857,22.279,2.4776,0.0293,6.8786
394.5,4.5,2.71,89.0673,7.59,13.3134,111.0377,22.0119,2.4823,0.0236,6.8733
394,4.5,2.71,89.1539,7.5825,13.2242,117.7875,21.8903,2.4839,0.0293,6.8609
393.5,4.5,2.71,89.24,7.5691,13.4769,126.2844,21.7874,2.4795,0.0405,6.8473
393,4.5,2.71,89.3259,7.5609,13.6201,128.0235,21.6687,2.4771,0.04,6.8443
392.5,4.5,2.71,89.4119,7.5584,13.2676,119.7007,21.5896,2.4831,0.0273,6.8495
392,4.5,2.71,89.4979,7.5576,12.7518,111.4734,21.549,2.4919,0.0159,6.8546
391.5,4.5,2.71,89.5841,7.5581,12.5588,110.2975,21.5065,2.4952,0.0128,6.8594
391,4.5,2.71,89.6703,7.5578,12.5824,113.3364,21.6415,2.4948,0.0188,6.8614
390.5,4.5,2.71,89.7565,7.5584,12.505,111.5081,21.9338,2.4962,0.0225,6.8601
390,4.5,2.71,89.8427,7.56,12.1761,107.9874,22.2889,2.5018,0.026,6.8608
389.5,4.5,2.71,89.929,7.5599,11.529,109.6453,22.7424,2.5129,0.0335,6.8629
389,4.5,2.71,90.0152,7.5592,10.7548,111.0399,22.7403,2.5261,0.0426,6.8635
388.5,4.5,2.71,90.1015,7.559,10.3287,110.0379,22.2828,2.5334,0.0435,6.8638
388,4.5,2.71,90.1878,7.5591,10.2074,107.8484,21.823,2.5355,0.0371,6.8646
387.5,4.5,2.71,90.2741,7.5578,9.7948,103.9734,21.5982,2.5425,0.0489,6.8658
387,4.5,2.71,90.3604,7.5575,9.1908,102.8987,21.5058,2.5528,0.0656,6.8661
386.5,4.5,2.71,90.4466,7.5593,9.0321,103.7641,21.5759,2.5556,0.0591,6.865
386,4.5,2.71,90.5329,7.5597,9.3496,104.551,21.8396,2.5501,0.0436,6.8645
385.5,4.5,2.71,90.6192,7.5583,9.7173,105.5261,21.9129,2.5438,0.0406,6.8654
385,4.5,2.71,90.7055,7.5589,9.908,103.8754,21.4818,2.5406,0.0447,6.8658
384.5,4.5,2.71,90.7919,7.5604,10.1209,101.5886,20.8898,2.5369,0.0481,6.865
384,4.5,2.71,90.8782,7.5601,10.6046,100.6928,20.4643,2.5287,0.0411,6.865
383.5,4.5,2.71,90.9645,7.5597,11.0981,103.4987,20.5241,2.5202,0.0281,6.8657
383,4.5,2.71,91.0508,7.5597,11.1543,104.701,21.0668,2.5193,0.0269,6.8657
382.5,4.5,2.71,91.1371,7.5593,10.7463,102.1761,21.9201,2.5262,0.036,6.8657
382,4.5,2.71,91.2234,7.5594,10.2771,103.0306,22.3315,2.5343,0.0446,6.8658
381.5,4.5,2.71,91.3097,7.5585,10.0816,103.0656,22.1496,2.5376,0.0467,6.8654
381,4.5,2.71,91.396,7.5571,10.0848,98.3392,21.9013,2.5376,0.046,6.8649
380.5,4.5,2.71,91.4822,7.5573,10.1573,95.9883,21.4799,2.5363,0.0443,6.865
380,4.5,2.71,91.5685,7.559,10.3805,97.7672,21.2088,2.5325,0.0465,6.8645
379.5,4.5,2.71,91.6548,7.5598,10.8447,100.6211,21.3136,2.5246,0.0444,6.8637
379,4.5,2.71,91.741,7.5592,11.4383,98.8051,21.8474,2.5144,0.0325,6.863
378.5,4.5,2.71,91.8273,7.5587,11.906,95.1986,22.5308,2.5064,0.0238,6.8616
378,4.5,2.71,91.9135,7.5592,12.0272,91.8933,22.7018,2.5043,0.0246,6.8604
377.5,4.5,2.71,91.9997,7.5598,11.6751,90.224,22.6873,2.5104,0.0327,6.8606
377,4.5,2.71,92.0859,7.5594,10.9655,92.6567,22.2589,2.5225,0.0364,6.8635
376.5,4.5,2.71,92.1723,7.5594,10.322,97.6171,21.4824,2.5335,0.0441,6.8673
376,4.5,2.71,92.2587,7.5604,10.1552,102.3033,21.1995,2.5363,0.0471,6.8696
375.5,4.5,2.71,92.3452,7.5607,10.3315,103.6138,21.2336,2.5333,0.041,6.871
375,4.5,2.71,92.4316,7.5598,10.4451,105.0295,21.1972,2.5314,0.0418,6.8713
374.5,4.5,2.71,92.518,7.5599,10.6007,108.5432,21.3592,2.5287,0.045,6.871
374,4.5,2.71,92.6045,7.5606,11.3092,111.6393,21.5245,2.5166,0.0444,6.871
373.5,4.5,2.71,92.6909,7.5603,12.5787,111.5405,21.682,2.4949,0.026,6.8717
373,4.5,2.71,92.7774,7.5607,13.533,112.1788,21.6078,2.4786,0.0123,6.8728
372.5,4.5,2.71,92.8639,7.5604,13.5916,112.2108,21.2434,2.4776,0.0137,6.8713
372,4.5,2.71,92.9502,7.5591,13.1322,106.9649,21.1135,2.4854,0.0167,6.8688
371.5,4.5,2.71,93.0365,7.5591,12.596,102.2482,21.4663,2.4946,0.0199,6.8664
371,4.5,2.71,93.1228,7.5596,11.9716,98.8266,21.7269,2.5053,0.0232,6.8644
370.5,4.5,2.71,93.2091,7.559,11.2281,96.3278,21.8615,2.518,0.0319,6.8636
370,4.5,2.71,93.2954,7.5591,10.7041,95.9139,22.1191,2.527,0.0391,6.8651
369.5,4.5,2.71,93.3817,7.5597,10.766,95.5357,22.1095,2.5259,0.0397,6.8671
369,4.5,2.71,93.4681,7.5603,11.336,92.791,21.9024,2.5162,0.0346,6.8681
368.5,4.5,2.71,93.5545,7.5606,11.8742,95.118,21.8027,2.507,0.0246,6.8684
368,4.5,2.71,93.6409,7.5604,11.8784,101.4788,21.6524,2.5069,0.0253,6.8684
367.5,4.5,2.71,93.7273,7.5603,11.3312,102.0944,21.4591,2.5162,0.038,6.8679
367,4.5,2.71,93.8136,7.5596,10.5456,97.6393,21.6679,2.5297,0.0485,6.8682
366.5,4.5,2.71,93.9,7.5585,9.8981,95.2726,22.0327,2.5407,0.0473,6.8681
366,4.5,2.71,93.9863,7.5584,9.6123,97.0145,21.6272,2.5456,0.0459,6.8662
365.5,4.5,2.71,94.0726,7.5589,9.7671,102.9022,20.6406,2.543,0.0485,6.8644
365,4.5,2.71,94.1589,7.5596,10.4072,106.4779,20.5287,2.532,0.0428,6.864
364.5,4.5,2.71,94.2451,7.56,11.1619,102.2345,20.9999,2.5191,0.0326,6.8633
364,4.5,2.71,94.3314,7.5599,11.4809,94.597,20.9736,2.5137,0.0321,6.8635
363.5,4.5,2.71,94.4177,7.5598,11.4862,92.2766,20.8615,2.5136,0.0355,6.8648
363,4.5,2.71,94.504,7.5601,11.5762,98.1615,21.0047,2.512,0.0379,6.8648
362.5,4.5,2.71,94.5903,7.5605,11.648,103.1835,21.1228,2.5108,0.0377,6.8647
362,4.5,2.71,94.6766,7.5598,11.424,102.5512,21.0918,2.5146,0.035,6.8655
361.5,4.5,2.71,94.763,7.5588,10.9562,101.9031,21.1193,2.5226,0.0356,6.866
361,4.5,2.71,94.8493,7.5592,10.5778,103.7719,21.493,2.5291,0.0406,6.8663
360.5,4.5,2.71,94.9356,7.5595,10.6668,104.4576,22.1883,2.5276,0.0403,6.8662
360,4.5,2.71,95.0219,7.5584,11.221,99.7266,22.6019,2.5181,0.0306,6.8657
359.5,4.5,2.71,95.1082,7.5588,11.8159,94.501,22.218,2.5079,0.0286,6.8652
359,4.5,2.71,95.1945,7.5606,12.1239,93.9499,21.3381,2.5027,0.0303,6.8639
358.5,4.5,2.71,95.2808,7.5617,11.8962,95.3102,20.7162,2.5066,0.0281,6.8627
358,4.5,2.71,95.3671,7.5614,11.0345,95.3381,20.8607,2.5213,0.0416,6.8628
357.5,4.5,2.71,95.4534,7.561,10.2656,93.275,21.1163,2.5345,0.0574,6.8642
357,4.5,2.71,95.5397,7.5605,10.332,90.0147,21.2545,2.5333,0.05,6.8665
356.5,4.5,2.71,95.6261,7.5597,10.8022,85.9343,21.3197,2.5253,0.0417,6.8694
356,4.5,2.71,95.7126,7.5601,11.0782,85.1487,21.1038,2.5206,0.0429,6.8708
355.5,4.5,2.71,95.799,7.5604,11.258,89.0567,21.0457,2.5175,0.0385,6.8705
355,4.5,2.71,95.8854,7.5591,11.4319,95.1711,21.0331,2.5145,0.0321,6.87
354.5,4.5,2.71,95.9717,7.5584,11.477,99.4959,20.8613,2.5137,0.0307,6.8687
354,4.5,2.71,96.0581,7.5593,11.4209,99.2031,20.9277,2.5147,0.0351,6.8674
353.5,4.5,2.71,96.1444,7.5594,11.2631,93.6214,21.0246,2.5174,0.0423,6.867
353,4.5,2.71,96.2308,7.5587,10.9853,90.8848,20.9804,2.5222,0.0537,6.8679
352.5,4.5,2.71,96.3171,7.5581,10.8618,94.73,21.2126,2.5243,0.0554,6.8686
352,4.5,2.71,96.4035,7.558,11.06,97.7853,21.3928,2.5209,0.0514,6.8692
351.5,4.5,2.71,96.4899,7.5587,11.5014,98.1849,21.387,2.5133,0.0513,6.8698
351,4.5,2.71,96.5763,7.5589,12.1784,98.2383,21.4533,2.5017,0.0396,6.8706
350.5,4.5,2.71,96.6627,7.5595,12.8869,94.8317,21.2862,2.4896,0.0227,6.8701
350,4.5,2.71,96.7491,7.5602,13.2583,92.8965,20.8851,2.4833,0.0154,6.8696
349.5,4.5,2.71,96.8355,7.56,13.2295,95.6314,20.6527,2.4838,0.019,6.8709
349,4.5,2.71,96.922,7.5602,12.9889,95.4148,20.9076,2.4879,0.0201,6.8713
348.5,4.5,2.71,97.0084,7.5598,12.6656,91.8715,21.5915,2.4934,0.0231,6.8703
348,4.5,2.71,97.0948,7.559,12.4936,89.5937,21.9296,2.4964,0.0323,6.8703
347.5,4.5,2.71,97.1812,7.5591,12.5653,90.4775,21.6569,2.4951,0.0309,6.8713
347,4.5,2.71,97.2676,7.5603,12.5663,93.627,21.1408,2.4951,0.0371,6.8709
346.5,4.5,2.71,97.3541,7.5606,12.6609,93.1635,20.5028,2.4935,0.0446,6.8691
346,4.5,2.71,97.4404,7.5601,13.1602,90.4089,20.5103,2.485,0.0319,6.8682
345.5,4.5,2.71,97.5268,7.5605,13.4511,89.6304,21.21,2.48,0.0174,6.8681
345,4.5,2.71,97.6132,7.5605,12.9584,90.7002,21.5309,2.4884,0.0181,6.8685
344.5,4.5,2.71,97.6996,7.5597,12.0906,91.7999,21.5968,2.5033,0.0297,6.8687
344,4.5,2.71,97.7859,7.559,11.4704,95.8262,21.5584,2.5139,0.0345,6.8683
343.5,4.5,2.71,97.8723,7.5587,11.1803,97.7069,21.1709,2.5188,0.0355,6.868
343,4.5,2.71,97.9587,7.5585,11.1131,93.3585,20.9519,2.52,0.0501,6.8694
342.5,4.5,2.71,98.0451,7.5585,11.3239,90.6435,21.1751,2.5164,0.0538,6.8707
342,4.5,2.71,98.1315,7.5599,11.6625,91.6304,21.1953,2.5106,0.0538,6.8702
341.5,4.5,2.71,98.2179,7.5607,11.9494,91.902,20.986,2.5057,0.0598,6.8688
341,4.5,2.71,98.3043,7.5614,12.1757,90.1027,20.7399,2.5018,0.0576,6.868
340.5,4.5,2.71,98.3907,7.5617,12.2592,89.2611,20.6045,2.5004,0.0539,6.8679
340,4.5,2.71,98.4771,7.5603,12.1967,87.572,20.6879,2.5014,0.0503,6.8695
339.5,4.5,2.71,98.5636,7.5595,12.1597,86.0979,20.6782,2.5021,0.05,6.8731
339,4.5,2.71,98.6501,7.5594,12.2719,84.6435,20.6838,2.5002,0.0478,6.876
338.5,4.5,2.71,98.7366,7.5594,12.4629,83.621,20.7233,2.4969,0.0377,6.8756
338,4.5,2.71,98.8231,7.5591,12.6008,85.0934,20.7977,2.4945,0.0393,6.8749
337.5,4.5,2.71,98.9096,7.5589,12.7431,89.269,20.981,2.4921,0.0517,6.876
337,4.5,2.71,98.9962,7.5594,13.202,92.2872,21.0418,2.4842,0.0489,6.8779
336.5,4.5,2.71,99.0828,7.5603,14.0586,91.5244,20.9897,2.4696,0.0281,6.8794
336,4.5,2.71,99.1694,7.5607,14.689,90.519,20.8457,2.4588,0.0142,6.879
335.5,4.5,2.71,99.256,7.5612,14.5399,91.8891,20.5834,2.4614,0.0208,6.8754
335,4.5,2.71,99.3424,7.5614,13.7937,89.8036,20.2645,2.4741,0.0318,6.8705
334.5,4.5,2.71,99.4288,7.5603,12.8752,80.8575,20.0492,2.4898,0.0436,6.8691
334,4.5,2.71,99.5153,7.5597,12.3429,77.3775,20.0394,2.4989,0.0422,6.8718
333.5,4.5,2.71,99.6017,7.5596,12.5282,84.8932,20.4398,2.4958,0.025,6.874
333,4.5,2.71,99.6882,7.559,12.9729,94.6839,20.9376,2.4882,0.02,6.8747
332.5,4.5,2.71,99.7748,7.5597,13.1816,96.1643,21.3179,2.4846,0.0298,6.8758
332,4.5,2.71,99.8613,7.5611,13.1325,90.0785,21.208,2.4854,0.0371,6.877
331.5,4.5,2.71,99.9479,7.5615,12.8866,84.968,20.6117,2.4896,0.0399,6.8767
331,4.5,2.71,100.0344,7.5602,12.6057,85.1499,20.5517,2.4944,0.0452,6.8752
330.5,4.5,2.71,100.1209,7.5594,12.6796,87.972,20.7225,2.4932,0.0414,6.8739
330,4.5,2.71,100.2074,7.5598,13.263,86.1703,20.8117,2.4832,0.0243,6.8714
329.5,4.5,2.71,100.2938,7.5604,14.0243,83.8578,21.0284,2.4702,0.0172,6.8694
329,4.5,2.71,100.3802,7.5603,14.4747,86.5802,21.1949,2.4625,0.0138,6.87
328.5,4.5,2.71,100.4666,7.5596,14.3555,87.3891,21.1468,2.4645,0.0169,6.8709
328,4.5,2.71,100.553,7.5593,14.0749,86.9292,20.8912,2.4693,0.0288,6.8701
327.5,4.5,2.71,100.6394,7.5594,14.2666,86.0276,20.4154,2.466,0.0291,6.8685
327,4.5,2.71,100.7257,7.5596,14.8343,82.0028,19.9663,2.4563,0.0185,6.8666
326.5,4.5,2.71,100.812,7.5596,15.2519,73.4976,19.8528,2.4492,0.0209,6.8655
326,4.5,2.71,100.8983,7.5575,15.3208,68.1977,20.0885,2.448,0.0269,6.8646
325.5,4.5,2.71,100.9845,7.5544,15.0368,74.1805,20.7883,2.4529,0.0234,6.8661
325,4.5,2.71,101.0708,7.5537,14.4096,85.1515,21.5665,2.4636,0.0258,6.8705
324.5,4.5,2.71,101.1572,7.5545,13.8393,89.8445,21.7495,2.4733,0.0422,6.8743
324,4.5,2.71,101.2437,7.5549,13.9126,85.4829,21.5776,2.4721,0.0528,6.875
323.5,4.5,2.71,101.3301,7.5549,14.6029,81.2511,21.2302,2.4603,0.0424,6.8754
323,4.5,2.71,101.4166,7.555,15.3761,80.1842,20.6618,2.4471,0.0235,6.878
322.5,4.5,2.71,101.5031,7.5542,15.8529,78.8736,20.1016,2.4389,0.0166,6.8806
322,4.5,2.71,101.5896,7.5529,15.932,77.6965,19.558,2.4376,0.0303,6.8803
321.5,4.5,2.71,101.676,7.5534,15.7351,78.2633,19.093,2.4409,0.0453,6.8776
321,4.5,2.71,101.7625,7.5546,15.4466,81.2199,19.3344,2.4459,0.0457,6.8755
320.5,4.5,2.71,101.8489,7.5543,15.1256,81.0803,19.9072,2.4514,0.0428,6.8748
320,4.5,2.71,101.9352,7.5543,14.8847,76.5471,20.2791,2.4555,0.0435,6.8744
319.5,4.5,2.71,102.0216,7.5542,14.8854,73.5063,20.6582,2.4555,0.045,6.8719
319,4.5,2.71,102.1078,7.5507,14.9695,69.8613,20.6173,2.454,0.0497,6.869
318.5,4.5,2.71,102.1939,7.5457,14.6858,64.8822,20.0827,2.4589,0.0607,6.8676
318,4.5,2.71,102.28,7.5429,13.9744,61.6801,19.857,2.471,0.0635,6.868
317.5,4.5,2.71,102.366,7.5416,13.4016,62.038,19.8149,2.4808,0.0543,6.8682
317,4.5,2.71,102.452,7.541,13.3347,66.8055,19.8955,2.482,0.0447,6.8679
316.5,4.5,2.71,102.538,7.5399,13.4503,72.5814,20.3737,2.48,0.0394,6.8696
316,4.5,2.71,102.6241,7.5373,13.4295,77.1354,20.9016,2.4804,0.0432,6.8722
315.5,4.5,2.71,102.7101,7.536,13.4849,78.4599,20.8205,2.4794,0.0505,6.8751
315,4.5,2.71,102.7963,7.5369,13.7986,73.9313,20.5315,2.474,0.049,6.8766
314.5,4.5,2.71,102.8823,7.5374,14.1159,69.3683,20.6551,2.4686,0.0528,6.8746
314,4.5,2.71,102.9684,7.5376,14.263,69.0376,20.5359,2.4661,0.0617,6.8721
313.5,4.5,2.71,103.0545,7.5378,14.4387,71.7032,20.2093,2.4631,0.0588,6.8742
313,4.5,2.71,103.1407,7.5379,14.9219,73.9004,20.1412,2.4548,0.0502,6.8792
312.5,4.5,2.71,103.2269,7.5384,15.8489,72.3072,20.2386,2.439,0.0405,6.8821
312,4.5,2.71,103.3132,7.5385,16.9627,69.3293,20.6492,2.4199,0.0349,6.8828
311.5,4.5,2.71,103.3994,7.5379,17.7396,68.7623,20.8203,2.4067,0.0314,6.882
311,4.5,2.71,103.4856,7.5381,18.0142,68.586,20.4165,2.402,0.0213,6.8797
310.5,4.5,2.71,103.5718,7.5384,17.8498,67.6445,20.3262,2.4048,0.0131,6.8779
310,4.5,2.71,103.6579,7.5376,17.2604,67.6096,20.8032,2.4148,0.0238,6.8755
309.5,4.5,2.71,103.7439,7.5378,16.6672,69.723,20.8657,2.425,0.0392,6.8719
309,4.5,2.71,103.8299,7.5383,16.5599,70.4016,20.4588,2.4268,0.0383,6.8692
308.5,4.5,2.71,103.9159,7.5373,16.5391,65.3698,19.9103,2.4272,0.0247,6.8675
308,4.5,2.71,104.0018,7.5377,15.6172,60.8816,18.8047,2.4429,0.012,6.8667
307.5,4.5,2.71,104.0878,7.5389,13.4951,62.2757,17.3532,2.4792,0.0113,6.8684
307,4.5,2.71,104.1737,7.5361,10.9989,64.3257,16.431,2.5219,0.0193,6.8698
306.5,4.5,2.71,104.2596,7.5319,9.1812,63.6959,16.0537,2.553,0.0306,6.8688
306,4.5,2.71,104.3454,7.5292,8.7394,60.8482,15.9513,2.5606,0.044,6.8679
305.5,4.5,2.71,104.4313,7.5283,10.0373,59.0038,17.1244,2.5384,0.0544,6.8726
305,4.5,2.71,104.5172,7.5274,12.6958,60.1279,19.1816,2.4929,0.0611,6.8758
304.5,4.5,2.71,104.603,7.5274,15.3568,58.641,20.0701,2.4474,0.0533,6.8711
304,4.5,2.71,104.6888,7.5279,16.6008,52.6267,19.6484,2.4261,0.039,6.8662
303.5,4.5,2.71,104.7745,7.5278,16.4202,50.6604,19.522,2.4292,0.038,6.8668
303,4.5,2.71,104.8603,7.5276,16.2232,58.629,20.1325,2.4326,0.0476,6.8688
302.5,4.5,2.71,104.946,7.5259,16.9679,65.8773,20.6507,2.4198,0.0518,6.8692
302,4.5,2.71,105.0318,7.5252,18.2903,66.8018,20.9698,2.3972,0.0507,6.8697
301.5,4.5,2.71,105.1176,7.5263,19.5957,66.6014,21.0681,2.3749,0.0399,6.8718
301,4.5,2.71,105.2035,7.5266,20.7136,65.0786,20.9817,2.3558,0.0278,6.8746
300.5,4.5,2.71,105.2893,7.5267,21.5265,58.6187,21.1173,2.3419,0.0174,6.8729
300,4.5,2.71,105.3752,7.5275,21.5826,55.5866,21.3703,2.3409,0.0105,6.8703
299.5,4.5,2.71,105.461,7.5292,20.6081,61.0609,21.3095,2.3576,0.0216,6.8697
299,4.5,2.71,105.5468,7.5292,19.2127,66.3029,21.1785,2.3815,0.0335,6.8691
298.5,4.5,2.71,105.6326,7.5277,18.1201,67.3232,21.0088,2.4001,0.0294,6.8699
298,4.5,2.71,105.7184,7.5268,17.3249,71.3209,20.8283,2.4137,0.0306,6.8707
297.5,4.5,2.71,105.8042,7.5273,16.6752,78.458,20.7493,2.4249,0.0432,6.8698
297,4.5,2.71,105.89,7.5275,16.356,79.1555,20.8818,2.4303,0.048,6.868
296.5,4.5,2.71,105.9757,7.5276,16.37,71.6908,20.7759,2.4301,0.0304,6.8658
296,4.5,2.71,106.0614,7.5287,16.2544,65.3343,20.2026,2.432,0.0127,6.8653
295.5,4.5,2.71,106.1472,7.5283,15.9373,62.3747,19.8927,2.4375,0.0184,6.8664
295,4.5,2.71,106.2329,7.5274,16.0578,63.3478,20.2515,2.4354,0.0328,6.8677
294.5,4.5,2.71,106.3187,7.5283,16.911,63.1337,20.587,2.4208,0.0379,6.868
294,4.5,2.71,106.4045,7.5288,18.1244,60.5077,20.6007,2.4001,0.0372,6.8678
293.5,4.5,2.71,106.4903,7.5285,19.2993,59.1448,20.7583,2.38,0.0398,6.8692
293,4.5,2.71,106.5761,7.5279,20.1707,54.7103,20.9633,2.3651,0.0481,6.8692
292.5,4.5,2.71,106.6619,7.5266,20.566,52.0206,20.912,2.3583,0.0536,6.8688
292,4.5,2.71,106.7475,7.524,20.4427,57.0019,21.1456,2.3604,0.0501,6.867
291.5,4.5,2.71,106.8331,7.5211,19.9184,65.6388,21.9343,2.3694,0.0428,6.8621
291,4.5,2.71,106.9185,7.521,19.4354,70.9144,22.2887,2.3777,0.0396,6.8562
290.5,4.5,2.71,107.0038,7.5211,19.4668,70.1302,21.9234,2.3771,0.0296,6.8547
290,4.5,2.71,107.0893,7.52,19.6145,73.6214,21.613,2.3746,0.0061,6.8585
289.5,4.5,2.71,107.1748,7.5201,18.8033,84.6569,21.4117,2.3885,-0.0045,6.8616
289,4.5,2.71,107.2602,7.5197,16.8998,89.4774,20.7657,2.421,0.0157,6.8623
288.5,4.5,2.71,107.3457,7.5186,15.2343,80.9196,20.3244,2.4495,0.0439,6.8631
288,4.5,2.71,107.4313,7.5178,15.2002,67.9944,20.9709,2.4501,0.0574,6.8652
287.5,4.5,2.71,107.5168,7.5171,16.9136,60.1939,21.7856,2.4208,0.052,6.8681
287,4.5,2.71,107.6024,7.5171,19.2635,57.8096,21.7726,2.3806,0.0401,6.8701
286.5,4.5,2.71,107.688,7.5179,21.0703,56.73,21.5096,2.3497,0.0337,6.8686
286,4.5,2.71,107.7736,7.5176,21.8889,56.3879,21.3814,2.3357,0.03,6.8653
285.5,4.5,2.71,107.8591,7.5168,21.797,55.1515,21.2553,2.3373,0.027,6.8644
285,4.5,2.71,107.9445,7.5175,21.0825,52.7014,21.303,2.3495,0.0258,6.8611
284.5,4.5,2.71,108.0298,7.5178,20.1166,53.6653,21.365,2.366,0.0331,6.8563
284,4.5,2.71,108.1151,7.5163,19.2956,60.3628,21.1954,2.38,0.0447,6.854
283.5,4.5,2.71,108.2003,7.5159,19.0999,63.2695,20.9691,2.3834,0.0473,6.8528
283,4.5,2.71,108.2857,7.5168,19.8612,58.5806,20.9438,2.3704,0.042,6.8574
282.5,4.5,2.71,108.3712,7.5165,21.1629,54.0694,21.0411,2.3481,0.0236,6.864
282,4.5,2.71,108.4567,7.5161,21.9361,53.4649,21.0551,2.3349,0.0118,6.8664
281.5,4.5,2.71,108.5422,7.5172,21.645,57.0507,21.1827,2.3399,0.0268,6.8675
281,4.5,2.71,108.6278,7.5172,20.7354,61.5029,21.2976,2.3554,0.0442,6.8684
280.5,4.5,2.71,108.7134,7.5166,19.7741,63.0631,21.1231,2.3719,0.0511,6.8711
280,4.5,2.71,108.7991,7.5164,19.042,64.5807,20.6302,2.3844,0.0509,6.8746
279.5,4.5,2.71,108.8848,7.5164,18.8176,70.0473,20.2234,2.3882,0.0468,6.8737
279,4.5,2.71,108.9705,7.5158,19.19,76.0555,20.3745,2.3819,0.0368,6.8753
278.5,4.5,2.71,109.0564,7.5159,19.5373,76.776,20.6818,2.3759,0.0194,6.8831
278,4.5,2.71,109.1424,7.517,18.9448,77.0828,20.6049,2.386,0.0098,6.8898
277.5,4.5,2.71,109.2284,7.5183,17.4045,78.411,20.1694,2.4124,0.031,6.8907
277,4.5,2.71,109.3144,7.5182,15.9303,77.7926,19.7038,2.4376,0.051,6.8884
276.5,4.5,2.71,109.4004,7.5179,15.0296,75.1372,19.4903,2.453,0.0453,6.8857
276,4.5,2.71,109.4863,7.5186,14.1751,72.9994,19.6553,2.4676,0.0402,6.8844
275.5,4.5,2.71,109.5723,7.5196,13.1942,74.8638,20.0566,2.4844,0.0478,6.8883
275,4.5,2.71,109.6585,7.5192,12.6295,79.1863,20.3224,2.494,0.0524,6.8958
274.5,4.5,2.71,109.7448,7.5189,12.6735,84.2256,20.7996,2.4933,0.0406,6.902
274,4.5,2.71,109.8312,7.5205,12.9546,89.6903,21.0067,2.4885,0.0223,6.9052
273.5,4.5,2.71,109.9176,7.5207,13.0053,93.9093,20.6983,2.4876,0.0199,6.9059
273,4.5,2.71,110.004,7.5206,12.6517,94.4641,20.4666,2.4937,0.0349,6.9052
272.5,4.5,2.71,110.0904,7.5209,12.2075,93.9911,20.3594,2.5013,0.0487,6.9051
272,4.5,2.71,110.1768,7.5206,11.9395,95.0729,20.1269,2.5058,0.0482,6.9062
271.5,4.5,2.71,110.2633,7.521,11.6077,93.9761,19.9582,2.5115,0.0519,6.9073
271,4.5,2.71,110.3498,7.5219,11.257,87.915,19.8966,2.5175,0.0664,6.9077
270.5,4.5,2.71,110.4362,7.5226,11.5533,80.0539,19.6936,2.5124,0.0589,6.9068
270,4.5,2.71,110.5227,7.5223,12.5561,77.5454,19.4943,2.4953,0.0304,6.9055
269.5,4.5,2.71,110.6091,7.5206,13.4905,80.594,19.3501,2.4793,0.0181,6.9055
269,4.5,2.71,110.6955,7.5197,13.9442,81.935,19.6055,2.4716,0.017,6.9062
268.5,4.5,2.71,110.7819,7.5211,13.9811,88.1903,20.0918,2.4709,0.0133,6.9054
268,4.5,2.71,110.8683,7.5228,13.641,99.1236,20.3188,2.4767,0.0145,6.9037
267.5,4.5,2.71,110.9547,7.5222,13.0863,100.3871,20.3373,2.4862,0.0228,6.9028
267,4.5,2.71,111.041,7.5216,12.4933,93.7377,20.4409,2.4964,0.0267,6.9023
266.5,4.5,2.71,111.1273,7.5214,11.7668,84.3247,19.9885,2.5088,0.0207,6.8988
266,4.5,2.71,111.2133,7.5194,10.723,71.7024,18.33,2.5266,0.013,6.8864
265.5,4.5,2.71,111.2989,7.5174,9.334,61.1743,16.1662,2.5504,0.0092,6.8719
265,4.5,2.71,111.3845,7.5167,7.8526,58.768,14.6231,2.5757,0.0181,6.8663
264.5,4.5,2.71,111.47,7.5162,6.8007,62.862,13.9491,2.5937,0.0325,6.8665
