DEPTH,CILD,CALN,CALD,GR,ILD,ILM,LWTLB,NPLS,DPLS,RXRT,SFL,SP,DRHO,RHOB,PE
803.5,53.71,6.71,6.88,98.42,18.62,22.61,776.13,23.85,16.95,-27.69,28.63,-91.68,-0.01,2.42,2.93
804,57.07,6.71,6.88,94.39,17.52,19.94,776.75,24.34,17.98,-27.56,26.97,-91.28,-0.01,2.4,2.85
804.5,60.46,6.71,6.88,97.85,16.54,17.42,768.13,22.54,15.77,-22.17,22.66,-91.08,-0.01,2.44,2.81
805,64.21,6.71,6.88,111.43,15.57,15.57,756.12,20.95,12.65,-15.72,18.66,-90.96,-0.01,2.49,2.89
805.5,69.36,6.71,6.88,121.45,14.42,14.36,736.83,21.39,10.86,-13.92,16.7,-91,-0.01,2.52,3.09
806,76.01,6.71,6.88,122.8,13.16,13.49,721.28,22.69,10.79,-17.92,16.61,-91.4,-0.01,2.53,3.08
806.5,83.32,6.71,6.88,120.4,12,12.56,712.12,22.63,11.84,-22.66,16.86,-92.19,-0.01,2.51,2.95
807,89.73,6.71,6.88,121.97,11.14,11.43,716.85,21.99,11.56,-23.21,15.89,-92.96,0,2.51,2.78
807.5,94.55,6.71,6.87,127.78,10.58,10.33,728.52,21.53,9.91,-18.92,13.78,-93.02,0.01,2.54,2.68
808,98.03,6.71,6.88,134.66,10.2,9.5,735.28,21.72,8.6,-13.01,11.79,-92.18,0.01,2.56,2.94
808.5,101.04,6.71,6.88,141.94,9.9,9.04,732.34,24.23,7.96,-9.74,10.75,-90.57,0,2.57,3.36
809,104.41,6.71,6.88,146.67,9.58,8.92,721.94,27.64,8.19,-10.61,10.59,-88.81,0,2.57,3.62
809.5,107.75,6.71,6.88,149.15,9.28,9,709.29,29.31,8.83,-13.66,10.92,-87.27,-0.01,2.56,3.72
810,110.53,6.71,6.88,151.87,9.05,9.14,697.83,28.69,9.45,-16.67,11.33,-86.01,-0.02,2.55,3.69
810.5,112.59,6.71,6.88,151.08,8.88,9.19,695.55,28.1,9.8,-18.29,11.52,-85.16,-0.02,2.54,3.51
811,113.32,6.71,6.88,149.72,8.82,9.08,676.09,28.94,10.36,-17.58,11.28,-84.78,-0.02,2.53,3.49
811.5,112.98,6.71,6.88,148.22,8.85,8.88,648.88,29.34,10.6,-14.8,10.68,-84.73,-0.01,2.53,3.59
812,112.24,6.71,6.88,146.94,8.91,8.75,612.3,29.03,9.77,-11.6,10.07,-85.23,-0.01,2.54,3.57
812.5,111.93,6.71,6.88,148.78,8.93,8.77,595.05,28.47,9.52,-10.77,9.94,-87.08,0,2.55,3.5
813,112.18,6.71,6.88,144.05,8.91,8.94,605.27,27.91,10.48,-12.85,10.33,-90.89,0.01,2.53,3.45
813.5,112.49,6.71,6.88,135.3,8.89,9.19,635.75,27.38,12.08,-15.3,10.83,-96.13,0,2.5,3.36
814,112.55,6.71,6.88,135.85,8.88,9.41,669.24,26.71,13.49,-16.49,11.09,-100.97,0,2.48,3.22
814.5,111.93,6.71,6.88,134.99,8.93,9.56,695.44,25.78,14.09,-16.63,11.19,-104.18,0,2.47,3.15
815,111.03,6.71,6.88,129.84,9.01,9.64,707.92,25.02,14.01,-16.38,11.21,-105.98,0,2.47,3.23
815.5,110.47,6.71,6.88,129.71,9.05,9.68,722.45,25.78,13.73,-16.13,11.21,-106.91,-0.01,2.48,3.37
816,110.36,6.71,6.88,131.83,9.06,9.7,729.47,25.88,12.98,-15.99,11.19,-107.34,-0.01,2.49,3.38
816.5,111.23,6.71,6.88,138.6,8.99,9.69,740.39,25.36,12.17,-16.24,11.16,-107.51,0,2.5,3.29
817,112.9,6.71,6.88,147.66,8.86,9.64,748.31,25.96,11.34,-16.75,11.12,-107.62,0,2.52,3.35
817.5,114.75,6.71,6.88,151.04,8.71,9.53,747.69,26.56,10.07,-17.12,11.03,-107.82,0.01,2.54,3.45
818,116.95,6.71,6.88,150.24,8.55,9.36,743.8,27.1,9.38,-17.36,10.89,-107.95,0.02,2.55,3.51
818.5,119.13,6.71,6.88,147.08,8.39,9.15,735.7,27.67,9.32,-17.46,10.72,-107.73,0.02,2.55,3.5
819,120.79,6.71,6.88,145.81,8.28,8.92,734.67,27.67,9.26,-17.34,10.55,-107,0.02,2.55,3.39
819.5,122.51,6.71,6.88,145.97,8.16,8.69,734.42,28.88,9.65,-17.15,10.37,-105.76,0.01,2.54,3.38
820,124.16,6.71,6.88,144.26,8.05,8.46,738.11,30.18,10.28,-16.83,10.17,-103.97,0,2.53,3.53
820.5,126.22,6.71,6.88,144.21,7.92,8.22,732.17,30.23,10.51,-16.64,9.97,-101.86,0,2.53,3.66
821,129.76,6.71,6.88,145.18,7.71,7.95,729.59,29.9,9.99,-16.96,9.77,-99.8,0,2.54,3.62
821.5,135.5,6.71,6.88,144.86,7.38,7.61,714.19,29.57,9.86,-17.92,9.57,-98.67,0,2.54,3.53
822,143.51,6.71,6.88,142.25,6.97,7.18,706.53,30.12,9.97,-19.17,9.3,-98.96,0,2.54,3.52
822.5,154.12,6.71,6.88,141.86,6.49,6.65,691.71,32.54,9.88,-20.18,8.87,-100.62,0,2.54,3.68
823,165.92,6.71,6.88,146.18,6.03,6.03,678.16,32.94,9.98,-19.92,8.21,-103.37,0,2.54,3.98
823.5,177.47,6.71,6.88,153.96,5.63,5.44,674.1,32.16,10.35,-17.77,7.35,-106.64,0,2.53,4.14
824,189.11,6.71,6.88,158.65,5.29,4.95,688.92,32.4,11.29,-14.87,6.51,-109.68,0,2.52,4.19
824.5,201.85,6.71,6.88,160.2,4.95,4.61,722.4,31.74,11.71,-13.66,5.97,-111.67,0,2.51,4.04
825,215.62,6.71,6.88,165.57,4.64,4.41,764.78,31.15,11.08,-15.53,5.82,-111.91,0,2.52,3.7
825.5,229.34,6.71,6.88,171.13,4.36,4.3,795.76,31.7,10.7,-19.24,5.93,-110.29,0.01,2.53,3.54
826,239.61,6.71,6.88,170.29,4.17,4.21,816.03,33.15,11.04,-22.82,6.15,-108.9,0.01,2.52,3.53
826.5,244.19,6.71,6.88,174.81,4.1,4.12,817.54,34.23,12.09,-25.11,6.36,-109.36,0,2.5,3.54
827,242.36,6.71,6.88,180.7,4.13,4.04,820.19,36.73,12.89,-24.88,6.37,-111.07,-0.01,2.49,3.56
827.5,234.39,6.71,6.88,176.93,4.27,4.02,822.07,38.18,12.79,-21.88,6.15,-113.31,-0.01,2.49,3.58
828,223.44,6.71,6.87,175.86,4.48,4.14,825.4,37.97,12.61,-18.89,6.03,-116.27,0,2.49,3.49
828.5,213.56,6.71,6.88,183.52,4.68,4.46,838.16,38.58,14.66,-20.19,6.48,-120.7,0,2.46,3.52
829,205.55,6.71,6.88,211.1,4.87,4.97,844.69,40.19,20.3,-26.04,7.66,-126.36,-0.01,2.36,3.57
829.5,196.27,6.71,6.98,266.76,5.09,5.58,844.77,41.62,27.95,-30.32,8.85,-130.72,-0.01,2.23,3.56
830,183.6,6.74,7.17,300.34,5.45,6.14,833.71,41.38,32.56,-27.69,8.88,-129.66,0,2.15,3.38
830.5,166.83,6.86,7.08,270.38,5.99,6.62,827.34,40.4,29.08,-20.78,8.37,-124.13,0.07,2.21,2.95
831,149.61,6.92,6.98,216.15,6.68,7.11,818.02,38.68,20.76,-15.68,8.36,-119.44,0.17,2.35,2.65
831.5,136.54,7.02,6.97,184.67,7.32,7.67,818.9,34.27,15.25,-15.61,9.15,-117.04,0.23,2.45,2.51
832,132.1,7.22,6.97,182.38,7.57,8.14,810.59,31.41,12.5,-18.69,10.16,-116.3,0.27,2.5,2.43
832.5,132.62,6.85,6.97,190.55,7.54,8.28,799.09,32.49,9.54,-20.22,10.31,-116.51,0.3,2.55,2.44
833,136.25,6.63,6.96,208.18,7.34,8.07,772.9,32.06,8.7,-19.56,9.82,-116.99,0.27,2.56,2.5
833.5,142.34,6.71,6.86,220.63,7.03,7.68,757.72,31.24,9.92,-17.93,9.13,-117.34,0.21,2.54,2.62
834,149.96,6.8,6.7,219.58,6.67,7.2,733.84,30.79,9.66,-16.17,8.39,-117.29,0.17,2.54,2.8
834.5,158.86,6.51,6.69,212.35,6.29,6.65,717.37,30.15,9.61,-14.57,7.59,-117,0.1,2.55,2.94
835,167.2,6.52,6.7,206.5,5.98,6.08,712.98,30.2,9.4,-12.02,6.87,-116.91,0.04,2.55,3.18
835.5,173.82,6.53,6.7,204.29,5.75,5.63,727.29,31.79,8.83,-8.77,6.21,-117.35,0.02,2.56,3.45
836,176.5,6.53,6.7,207.56,5.67,5.41,752.18,31.89,8.37,-6.53,5.87,-118.35,0.02,2.57,3.52
836.5,174.69,6.53,6.7,222.12,5.72,5.47,783.94,30.04,8.09,-6.78,5.96,-119.78,0.01,2.57,3.48
837,168.79,6.53,6.7,240.59,5.92,5.85,798.65,28.91,7.73,-10.89,6.66,-121.14,0,2.58,3.5
837.5,158.47,6.53,6.7,266.88,6.31,6.6,806.65,28.54,8.74,-17.72,8.13,-122.27,0,2.56,3.59
838,146.33,6.53,6.7,279.92,6.83,7.72,807.25,28.23,9.92,-24.1,10.1,-123.47,0,2.54,3.57
838.5,133.08,6.53,6.7,232.97,7.51,9.14,810.96,28.01,9.1,-27.65,11.99,-124.9,0.02,2.55,3.44
839,119.36,6.52,6.7,170.44,8.38,10.55,806.13,25.64,6.89,-27.32,13.2,-126.43,0.04,2.59,3.38
839.5,108.76,6.46,6.7,141.48,9.19,11.48,800.38,22.63,4,-24.51,13.5,-127.85,0.03,2.64,3.37
840,101.75,6.46,6.7,135.16,9.83,11.69,798.9,21.66,2.24,-20.5,13.17,-129.1,0.01,2.67,3.68
840.5,98.96,6.46,6.7,133.21,10.11,11.34,795.98,21.85,3.06,-17.28,12.63,-130.39,0,2.66,4.07
841,99.02,6.46,6.69,130.19,10.1,10.78,801.61,21.9,5.03,-15.02,12.05,-132.28,0,2.62,3.91
841.5,99.8,6.46,6.7,133.36,10.02,10.33,798.64,21.95,6.36,-12.37,11.34,-134.59,0.01,2.6,3.58
842,100.03,6.46,6.7,140.14,10,10.19,790.46,23.15,6.29,-9.84,10.77,-136.07,0.03,2.6,3.36
842.5,98.83,6.46,6.7,138.89,10.12,10.5,765.66,23.73,6.03,-10.28,10.99,-136.41,0.04,2.61,3.3
843,96,6.46,6.7,132.25,10.42,11.32,737.95,22.11,6.37,-14.59,12.31,-137.23,0.03,2.6,3.28
843.5,91.88,6.46,6.7,127.81,10.88,12.65,707,20.57,6.29,-19.88,14.32,-138.75,0.02,2.6,3.29
844,87.22,6.46,6.7,125.08,11.46,14.32,688.4,18.82,5.26,-24.58,16.69,-140.87,0.01,2.62,3.3
844.5,82.73,6.46,6.7,116.34,12.09,15.88,675.51,17.63,3.3,-28.57,19.24,-143.39,0.01,2.65,3.23
845,79.12,6.46,6.69,105.65,12.64,16.65,679.47,16.53,1.9,-30.78,21.15,-145.98,0,2.68,3.32
845.5,77.26,6.46,6.7,102.9,12.94,16.18,671.35,15.32,1.63,-29.94,21.21,-148.61,0,2.68,3.65
846,77.06,6.46,6.7,107.05,12.98,14.83,664.71,14.81,2.79,-25.41,19.15,-151.23,-0.01,2.66,3.99
846.5,78.67,6.46,6.69,115.4,12.71,13.39,649.34,16.31,4.85,-18.84,16.24,-153.88,-0.01,2.63,4.09
847,81.6,6.46,6.7,125.96,12.25,12.33,649.89,19.03,6.53,-13.12,13.94,-156.94,-0.01,2.6,3.77
847.5,85.21,6.46,6.7,137.69,11.74,11.73,667.81,21.04,7.37,-10.78,12.78,-160.45,0,2.58,3.33
848,88.48,6.46,6.7,142,11.3,11.5,700.5,22.05,7.84,-11.27,12.45,-164.55,0.01,2.58,3.04
848.5,91.07,6.46,6.69,135.1,10.98,11.51,730.08,23.17,8.45,-13.1,12.56,-169.6,0.01,2.57,2.84
849,91.73,6.46,6.7,129.2,10.9,11.64,746.25,22.69,9.91,-14.73,12.89,-176.06,0,2.54,2.82
849.5,91.18,6.46,6.7,127.38,10.97,11.83,744.96,21.79,11.26,-15.91,13.28,-183.15,0,2.52,2.9
850,89.92,6.46,6.7,127.03,11.12,12.01,745.2,22.37,11.26,-16.65,13.66,-186.28,0,2.52,3.05
850.5,88.12,6.46,6.7,127.4,11.35,12.14,739.81,22.45,9.27,-16.85,13.98,-181.7,0,2.55,3.2
851,87.07,6.46,6.7,125.07,11.48,12.23,740.05,21.83,7.55,-16.66,14.08,-172.09,0.01,2.58,3.27
851.5,87.13,6.46,6.7,119.36,11.48,12.23,743.56,21.67,6.31,-16.41,14,-166.28,0.02,2.6,3.22
852,88,6.46,6.7,116.73,11.36,12.07,740.33,22.46,4.97,-16.05,13.77,-165.44,0.03,2.63,3.11
852.5,89.37,6.46,6.7,120.61,11.19,11.75,738.55,22.81,5.56,-14.64,13.18,-166.98,0,2.61,3.11
853,91.23,6.46,6.7,131.69,10.96,11.37,728.24,23.45,7.84,-12.64,12.42,-169.31,-0.02,2.58,3.27
853.5,92.64,6.46,6.7,142.48,10.79,11.05,719.45,24.68,9.45,-11.31,11.93,-172.37,-0.02,2.55,3.29
854,93.36,6.46,6.7,143.21,10.71,10.9,707.57,25.01,9.06,-10.96,11.76,-176.5,0,2.56,3.24
854.5,93.38,6.46,6.7,145.66,10.71,10.94,700.68,24.41,8.22,-10.99,11.76,-181.28,0.01,2.57,3.17
855,92.05,6.46,6.7,152.95,10.86,11.17,688.15,23.7,8.43,-11.17,11.97,-186.23,0.01,2.57,3.13
855.5,89.8,6.46,6.7,153.5,11.14,11.59,681.71,23.9,9.42,-12.13,12.48,-191.4,0,2.55,3.11
856,86.98,6.46,6.7,151.16,11.5,12.18,668.83,24.63,10.25,-13.74,13.29,-197.99,0,2.53,3.08
856.5,83.67,6.46,6.7,146.58,11.95,12.87,664.8,24.7,10.82,-15.3,14.22,-206.44,0,2.52,2.97
857,80.54,6.46,6.7,134.24,12.42,13.51,650.89,23.94,11.44,-16.61,15.15,-215.81,0.01,2.51,2.93
857.5,77.9,6.46,6.69,121.31,12.84,13.96,643.42,23.46,12.02,-17.42,15.91,-225.06,0.02,2.5,2.84
858,76.12,6.46,6.7,115.54,13.14,14.16,637.72,23.55,12.09,-17.33,16.23,-232.24,0.03,2.5,2.69
858.5,74.94,6.46,6.7,113.13,13.34,14.13,644.14,23.62,12.04,-15.93,16,-236.32,0.03,2.5,2.59
859,74.16,6.46,6.7,110.03,13.48,14,660.38,23.31,12.39,-13.97,15.53,-236.71,0.02,2.5,2.55
859.5,73.42,6.46,6.7,106.15,13.62,13.94,680.79,22.15,12.53,-12.3,15.16,-232.69,0.01,2.5,2.6
860,72.61,6.46,6.7,112.04,13.77,14.06,696.99,22.37,12.3,-11.48,15.08,-235.8,0.01,2.5,2.76
860.5,71.4,6.46,6.7,121.67,14.01,14.44,710.76,22.87,11.87,-11.29,15.27,-247.1,0.02,2.51,2.88
861,69.7,6.46,6.7,123.16,14.35,15.07,714.1,22.61,11.69,-12.02,15.85,-256.97,0.02,2.51,2.97
861.5,67.67,6.46,6.69,123.41,14.78,15.86,721.37,22.55,12.42,-13.69,16.86,-254.17,0.02,2.5,3.13
862,65.48,6.46,6.69,124.98,15.27,16.7,726.05,23.01,13.66,-14.77,17.79,-242.62,0.01,2.48,3.15
862.5,63.28,6.46,6.7,118.61,15.8,17.46,731.8,23.16,14.31,-14.76,18.38,-237.14,0,2.47,3.04
863,61.6,6.46,6.7,113.39,16.23,18.04,735.88,22.62,14.85,-15.19,19.03,-233.57,-0.01,2.46,2.97
863.5,60.49,6.46,6.7,110.86,16.53,18.31,731,23.19,15.9,-16.21,19.77,-223.3,-0.01,2.44,2.98
864,60.14,6.46,6.7,107.82,16.63,18.2,724.58,23.63,16.26,-16.75,20.11,-209.89,0,2.43,2.99
864.5,60.08,6.46,6.7,106.83,16.64,17.79,714.29,23.96,15.7,-15.59,19.65,-197.57,0,2.44,2.92
865,59.85,6.46,6.69,105.33,16.71,17.31,710.24,23.33,14.17,-12.68,18.59,-191.33,0.01,2.47,2.83
865.5,59.4,6.46,6.7,109.61,16.83,17.05,705.9,22.67,12.2,-9.18,17.49,-190.67,0.02,2.5,2.74
866,58.97,6.46,6.7,120.53,16.96,17.24,704.33,22.71,11.34,-7.93,17.2,-192.96,0.01,2.52,2.7
866.5,58.86,6.46,6.7,125.6,16.99,17.92,696.71,22.46,13.14,-11.62,18.5,-196.94,-0.01,2.49,2.82
867,58.98,6.46,6.7,121.66,16.95,18.85,695.08,22.54,16.87,-18.57,21.28,-201.48,-0.03,2.42,2.86
867.5,59.19,6.46,6.7,115.88,16.9,19.53,683.9,22.61,19.57,-24.27,23.98,-206,-0.03,2.38,2.74
868,58.93,6.46,6.7,106.75,16.97,19.59,672.87,22.3,20.79,-25.51,24.75,-210.17,-0.01,2.35,2.59
868.5,58.32,6.46,6.7,97.6,17.15,19.16,649.43,22.53,21,-22.51,23.4,-213.6,0,2.35,2.5
869,56.96,6.46,6.7,96.61,17.56,18.71,628.65,23.32,20.3,-17.03,21.3,-216.23,0,2.36,2.48
869.5,55.26,6.46,6.69,98.8,18.1,18.68,620.38,23.36,19.11,-12.36,19.94,-218.8,0,2.38,2.51
870,53.44,6.46,6.7,96.26,18.71,19.28,627.97,22.87,18.66,-10.84,19.99,-222.23,0.01,2.39,2.52
870.5,51.27,6.46,6.7,89.45,19.51,20.58,646.48,23.49,19.13,-11.55,21.08,-226.57,0.01,2.38,2.51
871,48.99,6.45,6.7,79.68,20.41,22.69,662.72,24.05,20.27,-13.6,22.91,-231.5,0.01,2.36,2.62
871.5,46.96,6.45,6.7,68.81,21.3,25.71,669.4,24.74,20.75,-17.92,26.03,-233.54,0.03,2.36,2.77
872,45.27,6.45,6.7,61.92,22.09,29.25,680.86,26.54,19.9,-24.67,31.15,-222.26,0.04,2.37,2.96
872.5,43.79,6.45,6.7,55.53,22.83,31.79,691.67,27.97,18.52,-30.17,36.55,-179.3,0.03,2.39,3.32
873,42.63,6.46,6.7,48.91,23.46,31.52,713.54,27.34,17.31,-30.53,37.84,-96.79,0,2.41,3.74
873.5,41.88,6.45,6.7,48.84,23.88,29.02,738.09,26.1,17.06,-25.97,34.59,-8.6,-0.02,2.42,3.77
874,41.66,6.46,6.7,56.6,24.01,26.45,752.9,24.21,17.11,-20.53,30.77,47.71,-0.02,2.42,3.19
874.5,42.02,6.46,6.7,66.16,23.8,25.04,759.98,22.46,17.23,-17.94,28.9,70.73,0,2.42,2.59
875,42.94,6.46,6.7,72.98,23.29,24.92,750.93,21.03,18.01,-19.38,29.19,76.35,0.01,2.4,2.35
875.5,43.75,6.46,6.7,79.5,22.85,25.8,739.55,21.1,19.55,-23.25,31.18,76.59,0,2.38,2.37
876,43.9,6.46,6.7,82,22.78,27.18,721.21,21.36,20.66,-26.42,33.41,76.15,0,2.36,2.42
876.5,43.25,6.46,6.7,79.56,23.12,28.6,706.02,20.47,20.84,-26.97,34.33,75.79,0.01,2.35,2.45
877,42.13,6.46,6.7,77.19,23.74,29.87,685.53,19.69,20.35,-25.41,33.96,75.56,0.01,2.36,2.45
877.5,41.24,6.46,6.7,76.82,24.25,30.99,672.96,20.15,19.47,-23.89,33.5,75.58,0.01,2.38,2.39
878,41.82,6.46,6.7,76.74,23.91,31.66,655.49,20.69,18.13,-25.09,33.96,75.79,0.02,2.4,2.29
878.5,44.64,6.46,6.69,76.55,22.4,30.95,642.94,21.07,17.53,-29.02,34.92,76.09,0.02,2.41,2.22
879,49.5,6.46,6.69,78.05,20.2,28,635.2,21.18,18.21,-32.91,34.69,76.51,0.01,2.4,2.26
879.5,55.85,6.46,6.7,82.68,17.91,23.47,646.25,21.39,17.82,-33.84,31.57,77.23,0.01,2.41,2.33
880,61.99,6.46,6.7,91.83,16.13,18.98,676.13,21.15,16.03,-29.78,26,78.41,0.02,2.44,2.49
880.5,67.93,6.46,6.69,97.28,14.72,15.56,712.38,20.63,13.61,-23.42,20.65,79.84,0.03,2.48,2.79
881,73.07,6.46,6.7,108.49,13.69,13.43,735.46,21.13,11.25,-18.45,17.29,81.18,0.02,2.52,3.14
881.5,77.5,6.46,6.7,131.85,12.9,12.36,745.12,23.85,9.56,-16.44,15.66,81.91,0.01,2.55,3.51
882,82.47,6.46,6.69,145.96,12.13,12.09,744.18,27.47,8.99,-17.79,15.17,81.9,0,2.56,3.72
882.5,88.44,6.46,6.64,145.32,11.31,12.27,746.65,28.54,10.59,-22.47,15.7,81.23,-0.01,2.53,3.69
883,94.92,6.46,6.61,143.54,10.54,12.35,745.5,28.86,14.04,-29.08,17.05,80.17,-0.02,2.47,3.52
883.5,101.63,6.46,6.61,136.74,9.84,11.74,742.07,29.67,19.92,-33.44,17.72,79.11,-0.02,2.37,3.43
884,107.41,6.46,6.6,120.9,9.31,10.46,739.7,31.42,25.3,-30.89,15.8,78.9,-0.01,2.28,3.3
884.5,112.81,6.46,6.61,117.13,8.86,9.06,737.23,32.95,25.23,-23.23,12.67,80.34,0,2.28,3.11
885,119.76,6.46,6.6,136.54,8.35,7.98,739.84,32.6,19.26,-18.05,10.69,82.58,0,2.38,2.97
885.5,129.46,6.45,6.61,161.03,7.72,7.27,738.92,30.92,13.18,-19.13,10.15,84.21,-0.01,2.48,3.01
886,141.45,6.44,6.6,178.21,7.07,6.8,735.65,30.74,10.27,-22.25,9.97,84.76,-0.01,2.53,3.23
886.5,153.67,6.43,6.6,189.98,6.51,6.45,724.81,30.29,9.38,-22.92,9.34,84.28,-0.01,2.55,3.38
887,164.78,6.44,6.61,196.06,6.07,6.16,714.77,29.44,9.35,-21.44,8.45,83.02,0,2.55,3.38
887.5,173.54,6.43,6.61,190.46,5.76,5.89,700.11,28.72,9.33,-20.49,7.87,80.91,0,2.55,3.3
888,180.71,6.43,6.6,175.98,5.53,5.61,695.26,29.64,8.52,-20.66,7.6,77.7,0,2.56,3.26
888.5,184.76,6.43,6.6,163.13,5.41,5.31,678.73,29.86,7.12,-18.79,7.14,72.89,0,2.59,3.31
889,187.37,6.43,6.61,158.2,5.34,5.06,660.02,29.09,6.8,-12.66,6.21,66.38,0,2.59,3.46
889.5,190.97,6.43,6.61,158.09,5.24,4.94,628.61,30.38,8.51,-5.13,5.28,58.78,0,2.56,3.65
890,195.33,6.44,6.61,152.09,5.12,4.96,604.45,32.04,9.77,-5.29,5.18,52.3,0.01,2.54,3.61
890.5,200.59,6.44,6.61,146,4.99,5.05,600.41,33.65,9.39,-13.36,5.9,51.03,0.02,2.55,3.58
891,205.61,6.44,6.61,150.66,4.86,5.08,625.24,34.07,8.81,-19.78,6.59,53.68,0.02,2.56,3.65
891.5,207.69,6.44,6.61,162.63,4.81,4.98,666.43,32.28,9.18,-21.25,6.73,56.34,0.02,2.55,3.69
892,206.99,6.44,6.6,171.41,4.83,4.82,706.16,30.94,10.03,-18.96,6.43,57.26,0.01,2.54,3.67
892.5,205.15,6.44,6.6,171.51,4.87,4.71,727.32,31.97,10.62,-16.1,6.11,56.41,0,2.53,3.58
893,203.86,6.44,6.6,168.41,4.91,4.73,742.08,32.91,10.64,-15.77,6.1,54.27,0,2.53,3.4
893.5,204.38,6.44,6.61,165.41,4.89,4.84,747.12,31.16,10.85,-17.83,6.36,51.09,0,2.52,3.47
894,206.42,6.44,6.6,167.37,4.84,4.97,760.98,30,10.46,-20.2,6.62,46.82,0,2.53,3.52
894.5,208.21,6.44,6.6,167.2,4.8,5.03,772.74,30.98,9.58,-21.42,6.74,41.62,0,2.55,3.5
895,209.12,6.44,6.6,163.58,4.78,4.98,775.45,32.22,9.19,-21.22,6.68,35.69,0,2.55,3.59
895.5,209.65,6.44,6.61,162.9,4.77,4.88,770.41,31.63,9.82,-20.09,6.51,28.95,0,2.54,3.69
896,210.33,6.44,6.61,163.57,4.75,4.78,753.34,30.11,11.51,-19.01,6.34,21.66,0,2.51,3.73
896.5,211.58,6.43,6.61,163.66,4.73,4.72,735.76,31.22,12.83,-18.8,6.27,13.71,-0.01,2.49,3.72
897,212.86,6.43,6.6,163.86,4.7,4.7,717.93,33.41,13.05,-18.97,6.26,4.65,-0.01,2.49,3.65
897.5,212.9,6.43,6.6,165.9,4.7,4.73,710.11,34.16,12.58,-18.58,6.21,-4.86,-0.01,2.49,3.65
898,211.16,6.43,6.61,164.6,4.74,4.8,700.38,33.89,12.53,-17.73,6.14,-13.19,-0.01,2.5,3.68
898.5,208.03,6.43,6.6,159.92,4.81,4.91,699.78,31.56,12.61,-17.45,6.2,-19.1,-0.01,2.49,3.63
899,204.61,6.43,6.6,157.41,4.89,5.06,683.55,30.26,13.16,-18.56,6.45,-25.28,-0.01,2.49,3.55
899.5,200.77,6.43,6.6,154.18,4.98,5.2,663.88,30.62,13.64,-20.14,6.79,-36.69,0,2.48,3.49
900,197.4,6.43,6.61,151.9,5.07,5.31,639.7,31.76,13.49,-20.71,6.98,-54.24,0,2.48,3.37
900.5,194.73,6.43,6.6,151.15,5.14,5.36,631.27,33.93,13.42,-20.11,6.98,-72.56,-0.01,2.48,3.36
901,192.61,6.42,6.6,154.3,5.19,5.35,644.8,31.89,14.01,-19.08,6.9,-80.7,-0.01,2.47,3.47
901.5,191.38,6.42,6.61,160.36,5.23,5.31,675.47,30.44,14.48,-18.24,6.82,-69.93,-0.01,2.46,3.56
902,191.25,6.42,6.6,161.53,5.23,5.27,703.82,32.08,14.01,-17.94,6.78,-30.07,-0.01,2.47,3.51
902.5,191.91,6.42,6.61,164.62,5.21,5.23,724.75,34.09,13.15,-17.99,6.77,39.44,0,2.49,3.4
903,192.94,6.42,6.61,168.2,5.18,5.21,729.84,34.72,12.69,-17.98,6.73,104.81,0,2.49,3.31
903.5,193.93,6.42,6.6,169.33,5.16,5.18,732.43,32.82,12.9,-17.83,6.68,139.69,0,2.49,3.28
904,194.75,6.42,6.61,166.05,5.13,5.17,722.97,30.89,13.5,-17.89,6.66,151.25,-0.01,2.48,3.31
904.5,195.67,6.42,6.6,161.52,5.11,5.17,715.15,31.04,13.63,-18.37,6.7,152.81,-0.01,2.48,3.38
905,196.64,6.42,6.6,165.07,5.09,5.17,711.78,31.72,13.35,-19.09,6.77,151.8,0,2.48,3.44
905.5,197.46,6.42,6.6,166.98,5.06,5.18,717.23,31.19,12.84,-19.84,6.85,150.63,0.01,2.49,3.48
906,197.64,6.42,6.61,166.63,5.06,5.2,733.47,30.82,12.35,-20.54,6.95,149.67,0.02,2.5,3.47
906.5,195.59,6.42,6.61,172.36,5.11,5.26,747.37,31.09,12.48,-21.32,7.14,149.36,0.02,2.5,3.39
907,189.73,6.42,6.61,187.49,5.27,5.37,753.29,29.89,13.71,-22.35,7.52,149.77,0,2.48,3.36
907.5,180.14,6.42,6.61,208.48,5.55,5.57,742.32,30.94,15.84,-23.31,8.07,150.32,-0.01,2.44,3.43
908,166.5,6.42,6.61,229.67,6.01,5.94,728.43,32.93,17.36,-23.36,8.72,150.24,-0.02,2.41,3.58
908.5,149.99,6.42,6.6,247.68,6.67,6.57,712.58,33.48,16.67,-23.33,9.64,149.82,-0.01,2.42,3.63
909,136.94,6.42,6.61,243.76,7.3,7.65,712.41,34.42,14.89,-30.55,12.42,149.77,0.01,2.46,3.57
909.5,125.73,6.41,6.6,209.88,7.95,9.32,706.23,33.8,17.38,-43.53,18.56,148.9,0,2.41,3.52
910,118.68,6.42,6.6,181.85,8.43,11.29,692.04,31.98,28.87,-55.52,26.87,146.46,-0.03,2.22,3.3
910.5,113.94,6.42,6.6,194.64,8.78,12.4,671.78,32.8,44.68,-59.48,31.08,143.3,-0.05,1.95,3.04
911,107.66,6.43,6.6,213.62,9.29,11.82,666.28,37.4,52.78,-50.09,25.52,140.78,-0.03,1.81,2.81
911.5,101.41,6.43,6.61,193.04,9.86,10.56,683.22,40.7,48.95,-32.99,17.54,139.7,-0.01,1.87,2.65
